plat,fnode,nbApps,nbNodes,usage,windur
nersc,1.0,25,3835,0.4311895659995503,5533.0
nersc,1.0717734625362931,35,4678,0.4907497565110395,4790.0
nersc,1.148698354997035,32,3408,0.3335772790322904,2745.0000004225585
nersc,1.0717734625362931,32,4205,0.4411292702284996,3817.0
nersc,1.515716566510398,55,3957,0.2935289410236307,3201.0
nersc,2.0,34,1545,0.0868563076231167,518.0
nersc,1.7411011265922482,43,2358,0.15227292113126875,949.0
nersc,1.515716566510398,37,2458,0.18233362068134554,1040.9999999999875
nersc,1.8660659830736148,48,2378,0.14328071137347118,651.0
nersc,1.0717734625362931,39,4919,0.5160320761602829,4182.0
nersc,1.4142135623730951,42,3075,0.24447417946352973,1393.303943654611
nersc,1.8660659830736148,912,17236,1.0385140207035952,13678.201985311742
nersc,1.2311444133449163,36,3621,0.33069101947446916,2211.0
nersc,1.3195079107728942,16,994,0.08469880071460174,2621.0
nersc,1.624504792712471,45,2772,0.1918558755223807,962.0
nersc,1.515716566510398,30,2318,0.17194846734717614,1146.9999999999845
nersc,1.2311444133449163,40,4070,0.37169634058577455,2389.0
nersc,1.2311444133449163,35,3564,0.3254854441886242,2429.0
nersc,1.515716566510398,35,2761,0.20481005968315502,1196.4083688481312
nersc,1.4142135623730951,431,13009,1.0342649107775799,13677.149375894685
nersc,1.515716566510398,25,1583,0.1174264123427868,1052.9999999999814
nersc,1.0,26,3842,0.43197661344726784,5289.0
nersc,1.3195079107728942,38,3808,0.32447991259678416,2285.0
nersc,1.515716566510398,485,13766,1.0211572914155422,13678.877835163335
nersc,1.515716566510398,33,2448,0.18159182401461915,1095.0
nersc,1.3195079107728942,46,3971,0.33836915255300154,1953.0
nersc,1.2311444133449163,45,4895,0.4470401934072153,2906.0
nersc,1.8660659830736148,183,1492,0.08989689712751009,872.0
nersc,1.624504792712471,28,1684,0.11655313650060935,980.0
nersc,1.624504792712471,31,1767,0.12229773883407169,970.0
nersc,1.8660659830736148,40,2173,0.1309289259102409,667.0
nersc,1.515716566510398,39,2929,0.2172722436841583,1033.9999999999761
nersc,1.515716566510398,30,2237,0.16593991434669242,1224.0
nersc,1.0,32,4926,0.5538565324938161,6160.0
nersc,1.4142135623730951,31,2858,0.2272218552542335,1871.4117945812402
nersc,1.2311444133449163,42,4078,0.372426947643437,2420.0000000447035
nersc,1.3195079107728942,37,3471,0.2957641220124574,2371.0
nersc,1.4142135623730951,42,2839,0.22571128308844257,2820.0
nersc,1.624504792712471,45,3223,0.22307052193673632,964.0
nersc,1.7411011265922482,35,1790,0.11559309958650173,721.0
nersc,1.8660659830736148,44,1845,0.11116606916907247,753.0
nersc,1.624504792712471,34,2040,0.1411926356658213,988.9999999999726
nersc,1.624504792712471,74,5090,0.3522894684014855,2534.0
nersc,1.0,25,3893,0.4377108162806386,6278.288853333294
nersc,1.2311444133449163,44,4367,0.3988201276014932,2253.0
nersc,1.2311444133449163,36,4013,0.3664907652999295,2486.0
nersc,1.8660659830736148,51,2290,0.13797848151608452,747.9999999999909
nersc,2.0,55,2519,0.14161232291432427,549.0
nersc,1.3195079107728942,37,3379,0.2879247963929973,1958.9999999999748
nersc,1.148698354997035,32,3870,0.3787981425630762,3148.0
nersc,2.0,42,2008,0.11288509107263324,524.0
nersc,1.4142135623730951,42,2747,0.21839693365408655,1683.0
nersc,1.8660659830736148,43,2447,0.14743814160255844,746.0
nersc,1.0717734625362931,35,4744,0.49767354529464974,3709.096253460609
nersc,1.0,32,4647,0.5224870699347876,6990.0
nersc,1.0717734625362931,26,3681,0.3861585835222609,4023.999999999964
nersc,1.2311444133449163,18,2408,0.21991272435639928,3674.0
nersc,1.7411011265922482,42,2143,0.13838883375076713,729.0
nersc,1.8660659830736148,41,2154,0.12978412628194153,625.0
nersc,1.0,20,3185,0.35810658871149087,5012.0
nersc,1.4142135623730951,35,3020,0.24010147056255604,1442.0
nersc,1.7411011265922482,885,16059,1.0370444615975594,13673.077787093582
nersc,1.8660659830736148,53,2145,0.1292418527737997,998.9999999999978
nersc,1.515716566510398,36,2663,0.19754045234923642,1214.0
nersc,1.2311444133449163,47,4464,0.4076787381756505,2337.0
nersc,1.4142135623730951,26,2164,0.17204621930376532,1735.9999999999955
nersc,1.4142135623730951,38,2963,0.2355697540651833,1604.9999999999754
nersc,1.4142135623730951,45,3705,0.2945615723292285,1678.0
nersc,1.2311444133449163,48,4543,0.4148934828700672,2485.0
nersc,1.3195079107728942,285,11330,0.9654299920487301,13678.232890633955
nersc,1.0717734625362931,25,3551,0.372520817736362,4774.0
nersc,1.2311444133449163,29,3107,0.28374951601965637,2340.0000001307867
nersc,1.4142135623730951,38,2953,0.23477471608318806,1491.0
nersc,1.3195079107728942,40,3058,0.26057236678596796,1827.0
nersc,1.515716566510398,32,2314,0.17165174868048558,1034.0
nersc,1.148698354997035,184,9306,0.9108773939772578,13679.18108700585
nersc,2.0,40,1523,0.0856195187767034,495.99999999998835
nersc,1.3195079107728942,31,2902,0.24727959725731816,2012.0
nersc,1.515716566510398,33,2183,0.16193421234636993,1041.0
nersc,2.0,9,388,0.021812457836743872,610.0
nersc,1.3195079107728942,40,3831,0.32643974400164916,2005.0
nersc,1.2311444133449163,31,3461,0.31607887832122006,2336.0
nersc,1.7411011265922482,36,2034,0.13134992433460588,746.9999999999968
nersc,2.0,49,1593,0.08955475601529121,498.0
nersc,1.2311444133449163,261,10050,0.9178251161884604,13676.307194487366
nersc,1.4142135623730951,26,1890,0.1502621785970963,1449.0
nersc,1.0,34,5076,0.5707218349449067,5476.0
nersc,1.8660659830736148,50,2184,0.13159170464241424,652.0
nersc,1.624504792712471,45,3207,0.2219631287158279,1004.0
nersc,1.8660659830736148,45,2585,0.15575300206073298,652.0
nersc,1.3195079107728942,43,3789,0.32286092143624345,1756.0
nersc,1.624504792712471,63,3759,0.2601681948371678,1194.0088631678668
nersc,1.0717734625362931,30,4149,0.43525454035149697,4368.0
nersc,1.148698354997035,26,3376,0.330445098008513,3183.0
nersc,1.4142135623730951,42,3239,0.2575128023682513,1515.9999999999777
nersc,1.7411011265922482,28,1486,0.09596164580197852,721.0
nersc,1.148698354997035,37,4368,0.4275427097456116,2725.9999999999873
nersc,1.624504792712471,31,1732,0.11987531616333456,970.0
nersc,1.4142135623730951,46,3087,0.245428225041924,1528.9999999999798
nersc,1.148698354997035,48,5724,0.5602688806281778,9747.0
nersc,1.3195079107728942,36,3261,0.27787000918542887,1774.0
nersc,1.7411011265922482,48,1980,0.1278627582018287,809.0
nersc,1.624504792712471,25,1413,0.09779666382147328,1160.0
nersc,1.148698354997035,32,4132,0.4044428746952535,3326.1964538807515
nersc,1.7411011265922482,58,2882,0.18611134804932847,1459.0
nersc,1.4142135623730951,47,3946,0.3137219876953133,1869.9999999999802
nersc,2.0,11,362,0.020350798290982686,742.0
nersc,1.3195079107728942,41,4377,0.37296443735192336,3408.0
nersc,1.0717734625362931,37,5032,0.5278864418049488,3759.0
nersc,1.4142135623730951,55,4984,0.396246930226417,2634.0
nersc,1.8660659830736148,32,1742,0.10496005013144945,654.0
nersc,1.0,20,3013,0.33876770856757366,4522.361066666618
nersc,1.515716566510398,24,1847,0.1370098443443634,1085.9999999999807
nersc,1.2311444133449163,36,3748,0.3422894065148607,2292.9999999999873
nersc,1.0717734625362931,36,5044,0.529145312492878,4721.0
nersc,2.0,41,1788,0.10051720260850011,539.0
nersc,1.624504792712471,19,1364,0.0944052720824413,1115.0
nersc,1.4142135623730951,30,2306,0.18333575864809742,1477.0
nersc,1.148698354997035,45,5564,0.544607975509291,5191.000000312407
nersc,1.2311444133449163,40,4045,0.36941319353057933,2865.0
nersc,2.0,34,1696,0.09534517652349898,589.0
nersc,1.7411011265922482,35,2215,0.14303838859447002,812.0
nersc,1.8660659830736148,36,1655,0.09971807288607856,679.0
nersc,1.624504792712471,643,14697,1.0172098854806744,13678.367803724743
nersc,1.0,166,7166,0.805711715763436,13679.016718061
nersc,1.624504792712471,183,4074,0.281969998873802,2292.0
nersc,1.148698354997035,33,4001,0.39162050862916487,3206.0
nersc,1.7411011265922482,84,5053,0.3263083420170912,3157.0
nersc,1.2311444133449163,29,3147,0.28740255130796866,2291.0
nersc,1.624504792712471,46,3348,0.2317220314750832,1222.0
nersc,1.515716566510398,38,2464,0.18277869868138136,1124.9999999999877
nersc,1.4142135623730951,35,3068,0.24391765287613307,1641.0
nersc,1.0717734625362931,30,4015,0.421197151002955,3707.0
nersc,1.3195079107728942,27,2314,0.19717608134163825,1706.0
nersc,1.0,30,4439,0.4991005172026085,4527.0
nersc,1.148698354997035,33,3984,0.38995653746028314,3251.0
nersc,1.515716566510398,35,2480,0.1839655733481436,1036.9999999999734
nersc,2.0,40,1947,0.10945581290757814,520.9999999999942
nersc,2.0,1131,18802,1.0570047222846863,13678.352669351963
nersc,1.4142135623730951,41,3260,0.25918238213044126,1486.9999999999773
nersc,1.148698354997035,34,3867,0.3785045005920971,3172.0
nersc,1.4142135623730951,27,1955,0.15542992548006523,1493.0
nersc,1.4142135623730951,44,4165,0.33113331950100855,1938.000000008128
nersc,1.624504792712471,39,2257,0.1562116562243915,994.0
nersc,1.7411011265922482,9,505,0.03261146105652702,738.0
nersc,2.0,36,1364,0.07668090847762536,861.0
nersc,1.148698354997035,47,5527,0.5409863912005484,3692.0
nersc,1.0,27,4199,0.4721160332808635,4818.0
nersc,1.7411011265922482,28,1217,0.07859039228869977,806.0
nersc,1.2311444133449163,56,5615,0.5127948285968363,3344.0
nersc,1.8660659830736148,32,1952,0.11761309865475851,644.0
nersc,1.0,20,3012,0.33865527321789973,4591.0
nersc,1.148698354997035,30,3438,0.33651369874208165,2901.0
nersc,1.0717734625362931,38,5138,0.5390064662149895,4347.999999999994
nersc,1.515716566510398,31,2414,0.17906971534774943,1031.0
nersc,1.7411011265922482,52,2638,0.17035452330122433,1032.0
nersc,1.7411011265922482,41,2061,0.13309350740099443,801.0
nersc,2.0,45,2213,0.12440971441421182,619.0
nersc,1.624504792712471,44,2876,0.19905393145828534,1021.9999999999974
nersc,1.7411011265922482,40,1996,0.12889599261154047,745.0
nersc,1.3195079107728942,43,3898,0.3321488180940821,2069.0
nersc,1.624504792712471,38,2135,0.14776778291496495,1178.0
nersc,1.0,29,4557,0.5123678884641332,4754.0
nersc,1.0,38,5728,0.6440296829323139,4591.0
nersc,1.0717734625362931,125,7816,0.8199444414045072,13679.178091855214
nersc,1.0717734625362931,41,5638,0.59145941154537,3654.0
nersc,1.3195079107728942,34,2840,0.2419965734702907,1967.0
nersc,1.515716566510398,28,1771,0.13137218967724285,1043.0
nersc,1.8660659830736148,20,1467,0.08839058182711616,872.0
nersc,1.148698354997035,38,4410,0.4316536973393194,2816.0
nersc,1.0,23,3558,0.40004497413986956,6075.3139710144505
nersc,1.8660659830736148,43,2195,0.13225448337458756,674.0
nersc,1.3195079107728942,36,3206,0.273183455825969,1864.0
nersc,1.0717734625362931,52,6313,0.6622708877413835,3732.0
nersc,1.7411011265922482,5,279,0.01801702501934859,797.0
nersc,1.3195079107728942,32,2736,0.23313472711785752,1770.0
nersc,1.0717734625362931,35,4760,0.4993520395452219,6332.0
nersc,1.0,26,4095,0.460422756914774,5206.0
nersc,1.0,23,3209,0.3608050371036654,5870.0
nersc,2.0,40,1497,0.08415785923094221,567.0
nersc,1.0717734625362931,33,4542,0.476482555381176,4443.0
nersc,1.148698354997035,44,4440,0.4345901170491107,3287.0
nersc,1.7411011265922482,31,2011,0.12986464987064522,836.0
nersc,1.624504792712471,45,2897,0.2005073850607276,1150.9999999999975
nersc,1.8660659830736148,50,2451,0.1476791520506215,735.0
nersc,1.148698354997035,32,3784,0.37038040606167455,2864.0
nersc,1.0,31,4561,0.5128176298628289,5644.0
nersc,1.0,30,4174,0.4693051495390151,6881.00000000943
nersc,1.7411011265922482,48,2480,0.16015133350532082,917.0
nersc,1.624504792712471,44,2966,0.2052830183258951,1032.9999999999893
nersc,1.515716566510398,59,3625,0.2689012916883147,1711.0
nersc,1.0717734625362931,29,3831,0.401894467121375,3396.0
nersc,1.148698354997035,32,3681,0.3602986983913911,2759.0
nersc,2.0,78,3106,0.1746120980436249,1163.0
nersc,1.7411011265922482,49,2600,0.16790059157815893,899.0
nersc,1.0717734625362931,31,4147,0.43504472857017545,3680.0
nersc,1.3195079107728942,39,3497,0.2979795836005657,1668.0
nersc,1.0,27,3963,0.4455812907578143,4865.0
nersc,1.3195079107728942,23,2495,0.21259910239731525,1997.0
nersc,2.0,36,1262,0.07094670564425455,502.0
nersc,1.148698354997035,42,4698,0.4598433265533158,3025.1496792162457
nersc,2.0,55,2365,0.13295480098943108,673.0
nersc,1.8660659830736148,222,2044,0.1231563389602082,1600.0
nersc,2.0,40,2141,0.12036204182595008,509.0
nersc,1.8660659830736148,37,1870,0.11267238446946641,623.0
nersc,1.0717734625362931,33,4599,0.48246219114883937,3663.0
nersc,1.0717734625362931,28,3741,0.39245293696190653,4332.0
nersc,1.2311444133449163,28,2676,0.24438806078809155,2093.0
nersc,1.2311444133449163,23,2241,0.2046613020276955,2222.0
nersc,1.148698354997035,25,3003,0.293935612950108,2635.0
nersc,2.0,40,2137,0.1201371711266022,528.999999999997
nersc,1.148698354997035,38,3900,0.3817345622728675,2653.0000003481923
nersc,1.515716566510398,38,3065,0.22736067835163712,1401.0
nersc,1.624504792712471,37,2677,0.18528072827323708,957.0
nersc,2.0,35,1298,0.07297054193838542,502.99999999999335
nersc,1.2311444133449163,33,3470,0.3169008112610903,1977.0
nersc,1.8660659830736148,3,22,0.0013255574643466635,694.0
nersc,1.515716566510398,58,3189,0.2365589570190443,1533.0
nersc,1.7411011265922482,49,2536,0.16376765393931195,754.9999999999976
nersc,1.515716566510398,45,3261,0.2418998930194743,1452.0
nersc,1.3195079107728942,24,2109,0.17970801882001516,1685.0
nersc,1.0,24,3633,0.4084776253654149,4852.0
nersc,1.0717734625362931,34,4669,0.48980560349509267,4171.0
nersc,1.148698354997035,33,3918,0.3834964140987423,2927.0
nersc,1.0717734625362931,40,5441,0.5707929510852001,5903.0
nersc,1.515716566510398,68,5278,0.39152028069818623,3365.0
nersc,2.0,61,2383,0.13396671913649652,572.0
nersc,1.7411011265922482,36,1948,0.12579628938240522,865.0
nersc,1.515716566510398,39,2599,0.19279295368218757,1150.0
nersc,1.8660659830736148,41,2085,0.12562669605285426,594.9999999999886
nersc,1.0717734625362931,29,4035,0.42329526881617024,4005.0
nersc,1.4142135623730951,39,2987,0.23747784522197182,1502.0
nersc,1.8660659830736148,913,17386,1.0475519125059587,13678.892667794395
nersc,1.2311444133449163,32,3442,0.31434368655927175,2713.0
nersc,1.3195079107728942,65,1308,0.11145475989406346,1691.0
nersc,1.624504792712471,41,2486,0.17206122169864302,1103.0
nersc,1.515716566510398,31,2252,0.16705260934678198,1169.0
nersc,1.2311444133449163,35,3555,0.3246635112487539,2117.251380362894
nersc,1.2311444133449163,41,4237,0.3869477629144783,2325.0000000462483
nersc,1.515716566510398,45,3511,0.2604448096876339,1502.317620215213
nersc,1.4142135623730951,357,12309,0.9786122520379146,13678.444947075539
nersc,1.515716566510398,39,2745,0.2036231850163928,1266.0
nersc,1.0,27,4085,0.45929840341803463,5479.0
nersc,1.3195079107728942,42,4095,0.3489352001270565,1976.0
nersc,1.515716566510398,502,13983,1.0372542790835046,13678.40413586662
nersc,1.515716566510398,28,1999,0.14828515367860445,1302.0
nersc,1.3195079107728942,38,3570,0.30419991805948515,1666.0
nersc,1.2311444133449163,36,3616,0.33023439006343014,2390.2443975818655
nersc,1.8660659830736148,116,5561,0.3350647754196271,3578.0
nersc,1.624504792712471,47,3162,0.21884858528202303,1203.0
nersc,1.624504792712471,42,2620,0.1813356399237509,1100.0
nersc,1.8660659830736148,50,2344,0.14123212256493542,693.9999999999907
nersc,1.515716566510398,41,2892,0.21452759601727064,1404.0
nersc,1.515716566510398,44,3473,0.25762598235407363,1125.0
nersc,1.0,26,4159,0.467618619293906,5784.277743589697
nersc,1.4142135623730951,37,2831,0.2250752527028464,1453.9999999999498
nersc,1.2311444133449163,32,3484,0.3181793736119996,2031.0
nersc,1.3195079107728942,39,3811,0.3247355427800274,1773.0
nersc,1.4142135623730951,40,3030,0.24089650854455125,1653.0
nersc,1.624504792712471,44,3375,0.23359075753536612,995.0
nersc,1.7411011265922482,41,2179,0.14071361117261857,833.0
nersc,1.8660659830736148,46,1654,0.0996578202740628,622.0
nersc,1.624504792712471,39,2393,0.16562449860211292,948.0
nersc,1.624504792712471,83,5805,0.4017761029608297,3298.0
nersc,1.0,26,4041,0.45435124803238136,5169.0
nersc,1.2311444133449163,50,4838,0.4418346181213703,2497.0
nersc,1.2311444133449163,37,3805,0.34749498180070565,2099.0
nersc,1.8660659830736148,40,1635,0.09851302064576341,709.9999999999884
nersc,2.0,46,2293,0.12890712840116933,537.0
nersc,1.3195079107728942,31,3128,0.2665370710616441,1627.0
nersc,1.148698354997035,32,3795,0.371457093288598,2780.9999999999854
nersc,2.0,29,1015,0.05706093995952327,522.0
nersc,1.4142135623730951,41,3097,0.24622326302391923,1564.0
nersc,1.8660659830736148,45,2188,0.13183271509047728,608.0
nersc,1.0717734625362931,36,4885,0.512465275877817,3524.0935797533666
nersc,1.0,28,4402,0.4949404092646728,4859.0
nersc,1.0717734625362931,30,4052,0.4250786689574032,3388.0
nersc,1.2311444133449163,28,3414,0.3117865618574531,3674.0
nersc,1.7411011265922482,38,2499,0.16137829936685352,892.0
nersc,1.8660659830736148,49,2644,0.15930790616966267,626.9999999999905
nersc,1.0,29,4515,0.5076456037778277,4896.249011494219
nersc,1.4142135623730951,35,2942,0.2339001743029933,1379.3647323642458
nersc,1.7411011265922482,743,15911,1.0274870433077257,13678.16904645496
nersc,1.8660659830736148,44,2056,0.12387937030439729,623.9999999999894
nersc,1.515716566510398,13,768,0.056969984004586395,1231.0
nersc,1.2311444133449163,37,3916,0.35763215472577226,2050.0
nersc,1.4142135623730951,47,3665,0.29138142040124765,1722.0
nersc,1.4142135623730951,32,2259,0.17959908013271988,1586.9999999999418
nersc,1.4142135623730951,47,3926,0.3121319117313228,1637.9999999999802
nersc,1.2311444133449163,38,4100,0.37443611705200874,2348.0
nersc,1.3195079107728942,308,11264,0.9598061280173783,13679.2307748615
nersc,1.0717734625362931,26,3482,0.3652823112807695,3474.0
nersc,1.2311444133449163,33,3392,0.30977739244888136,2119.0
nersc,1.4142135623730951,40,3310,0.2631575720404174,1411.0
nersc,1.3195079107728942,27,2224,0.18950717584434032,1780.0
nersc,1.515716566510398,55,3282,0.2434576660195997,1490.0
nersc,1.148698354997035,220,9458,0.9257552538402002,13679.406027705383
nersc,2.0,37,1669,0.09382729930290083,486.0
nersc,1.3195079107728942,32,3236,0.27573975765840164,2020.999999999971
nersc,1.515716566510398,45,3549,0.26326363702119415,1395.317620215213
nersc,2.0,52,2691,0.15128176298628287,2145.0
nersc,1.3195079107728942,34,2839,0.2419113634092096,1910.0
nersc,1.2311444133449163,28,3084,0.2816490207288768,1976.0
nersc,1.7411011265922482,36,1612,0.10409836677845853,766.0
nersc,2.0,44,1485,0.08348324713289858,491.9999999999894
nersc,1.2311444133449163,238,10658,0.9733512525708071,13678.53888289087
nersc,1.4142135623730951,35,2893,0.23000448819121674,1413.0
nersc,1.0,26,3769,0.42376883292107037,6146.0
nersc,1.8660659830736148,35,1863,0.1122506161853561,636.9999999999867
nersc,1.624504792712471,51,2897,0.2005073850607276,968.0
nersc,1.8660659830736148,29,1460,0.08796881354300586,614.0
nersc,1.3195079107728942,37,3334,0.2840903436443483,1640.0
nersc,1.624504792712471,34,2314,0.16015674457387769,956.0
nersc,1.0717734625362931,30,3962,0.4156371387979347,3581.0
nersc,1.148698354997035,21,2677,0.26202651877037597,2911.0
nersc,1.4142135623730951,42,3461,0.2751626455685452,1828.0
nersc,1.7411011265922482,36,1949,0.1258608665330122,765.0
nersc,1.148698354997035,38,4547,0.4450633473473663,3478.0
nersc,1.624504792712471,49,2755,0.19067927022516554,970.9999999999905
nersc,1.4142135623730951,31,2560,0.20352972339077596,1517.99999999997
nersc,1.148698354997035,40,4476,0.43811382070086025,2662.0
nersc,1.3195079107728942,28,2621,0.22333557009353236,1771.0
nersc,1.7411011265922482,97,4676,0.30196275623825813,762.0
nersc,1.624504792712471,8,356,0.024639499165211954,1085.0
nersc,1.148698354997035,33,3714,0.3635287600721615,2643.190500877092
nersc,1.7411011265922482,38,1741,0.1124288192067595,802.0
nersc,1.4142135623730951,45,3616,0.28748573428947105,1879.9999999999793
nersc,2.0,14,315,0.017708567573645154,1076.0
nersc,1.3195079107728942,33,3567,0.30394428787624184,2616.0
nersc,1.0717734625362931,32,4404,0.46200554246999104,4330.0
nersc,1.4142135623730951,48,4542,0.3611062514222283,3264.0
nersc,1.8660659830736148,55,3256,0.1961825047233062,714.0
nersc,1.0,22,2981,0.3351697773780076,5521.000000031411
nersc,1.515716566510398,48,3331,0.24709246968655899,1237.2977689517622
nersc,1.2311444133449163,33,3415,0.31187788773966096,2180.2666155314355
nersc,1.0717734625362931,26,3546,0.37199628828305814,3368.0
nersc,2.0,39,1856,0.10434000449741399,483.99999999999403
nersc,1.624504792712471,35,2050,0.14188475642888906,965.0
nersc,1.4142135623730951,44,3597,0.2859751621236801,2078.0
nersc,1.148698354997035,37,4119,0.4031704261543439,2872.0
nersc,1.2311444133449163,46,4552,0.4157154158099375,2683.0
nersc,2.0,43,2029,0.11406566224420958,605.0
nersc,1.7411011265922482,36,2145,0.13851798805198112,757.0
nersc,1.8660659830736148,45,2409,0.14514854234595967,710.0
nersc,1.624504792712471,573,14242,0.9857183907610917,13677.663942205469
nersc,1.0,140,7133,0.8020013492241961,13679.530957705581
nersc,1.624504792712471,130,1417,0.09807351212670039,1256.0
nersc,1.148698354997035,33,4162,0.4073792944050448,3275.0
nersc,1.7411011265922482,73,3479,0.22466390696169805,841.0
nersc,1.2311444133449163,32,3495,0.3191839583162855,1983.0
nersc,1.624504792712471,47,3659,0.25324698720649025,1058.0
nersc,1.515716566510398,29,2078,0.1541453473457429,1182.0
nersc,1.4142135623730951,38,3135,0.24924440735550105,1550.0
nersc,1.0717734625362931,42,5532,0.5803393871353293,3566.0
nersc,1.3195079107728942,27,2527,0.21532582435191006,1763.0
nersc,1.0,41,6223,0.6996851810209129,5475.0
nersc,1.148698354997035,35,3984,0.38995653746028314,2905.0
nersc,1.515716566510398,40,2794,0.20725798868335207,1167.0
nersc,2.0,52,2271,0.127670339554756,572.0
nersc,2.0,1152,18755,1.0543624915673488,13678.72297245133
nersc,1.4142135623730951,34,2942,0.2339001743029933,1446.9999999999727
nersc,1.148698354997035,30,3445,0.337198863341033,2798.0
nersc,1.4142135623730951,32,2323,0.1846873232174893,1380.9999999999127
nersc,1.4142135623730951,31,2412,0.19176316125724674,1384.0
nersc,1.624504792712471,26,1940,0.1342714280351438,950.0
nersc,1.7411011265922482,32,2524,0.16299272813202811,2330.0
nersc,2.0,95,3686,0.20721834944906678,1036.0
nersc,1.148698354997035,47,5189,0.5079027291368999,3287.0
nersc,1.0,31,4673,0.5254103890263099,6241.0
nersc,1.7411011265922482,102,5492,0.35465771113355726,2264.0
nersc,1.2311444133449163,34,3287,0.30018817481706167,2160.0
nersc,1.8660659830736148,39,1451,0.08742654003486404,610.0
nersc,1.0,20,3126,0.3514729030807286,4944.0
nersc,1.148698354997035,33,3606,0.3529576491169129,2810.0
nersc,1.0717734625362931,30,4050,0.42486885717608164,4087.0
nersc,1.7411011265922482,50,2338,0.15098137811912907,885.0
nersc,1.7411011265922482,52,3033,0.19586249779098308,929.0
nersc,2.0,41,1725,0.09697548909377109,519.0
nersc,1.624504792712471,36,2153,0.1490136002884869,1010.0
nersc,1.7411011265922482,34,1538,0.0993196576335417,838.0
nersc,1.3195079107728942,36,3164,0.2696046332605633,1695.0
nersc,1.624504792712471,44,2879,0.19926156768720565,952.9999999999974
nersc,1.0,28,4433,0.49842590510456486,5943.0
nersc,1.0,30,4504,0.5064088149314144,5461.0
nersc,1.0717734625362931,134,7874,0.8260289830628313,13679.812766827648
nersc,1.0717734625362931,32,4474,0.4693489548162443,6005.0
nersc,1.3195079107728942,38,3457,0.29457118115732217,1769.0
nersc,1.515716566510398,39,2999,0.222464820351243,1442.0
nersc,1.8660659830736148,44,2041,0.12297558112416093,651.9999999999974
nersc,1.148698354997035,28,2884,0.28228781476793585,4491.0
nersc,1.0,28,4388,0.49336631436923767,6346.257904761862
nersc,1.8660659830736148,46,1936,0.1166490568625064,753.0
nersc,1.3195079107728942,44,3658,0.3116984034346209,1768.0
nersc,1.0717734625362931,42,5734,0.6015303770488031,3883.9999999999777
nersc,1.7411011265922482,16,617,0.039844101924509254,1184.0
nersc,1.3195079107728942,35,3073,0.26185051770218426,1677.0
nersc,1.0717734625362931,46,5696,0.5975439532036941,4302.99999999998
nersc,1.0,24,3705,0.41657297054193837,6740.0
nersc,1.0,24,3794,0.42657971666291883,6321.0
